address,category,city,customer_company,shippers_company,customer,country,order_date,order_id,phone,postal_code,product,state_province,discount,freight,quantity,qunatity_per_unit,unit_cost,unit_price,unit_price_products,units_in_stock,unit_on_order,sales,profit,city_and_country
Berguvsv?gen 8,Кондитерские изделия,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2004-07-27,10384,0921-12 34 65,S-958 22,Сладкий снек,,0.0,66.07,15,53,4.44,5.32,5.0,19,0,79.8,13.2,"Лулеа, Швеция"
Ave. 5 de Mayo Porlamar,Овощи,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,2004-08-03,10405,(8) 34-56-12,4980,Помидор,,0.0,75.65,50,20,15.45,18.48,20.0,13,70,924.0,151.5,"Иль де Маргарит, Венесуэла"
Mehrheimerstr. 369,Фрукты,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2004-08-04,10407,0221-0644327,50739,Киви,,0.0,55.48,30,25,21.1,25.52,28.0,22,30,765.6,132.6,"Кёльн, Германия"
Mehrheimerstr. 369,Фрукты,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2004-08-04,10407,0221-0644327,50739,Персик,,0.0,55.48,15,10,26.49,32.33,30.5,26,0,484.95,87.6,"Кёльн, Германия"
Mehrheimerstr. 369,Кондитерские изделия,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2004-08-04,10407,0221-0644327,50739,Булка-улитка,,0.0,55.48,15,100,1.65,2.11,2.0,26,0,31.65,6.9,"Кёльн, Германия"
1900 Oak St.,Фрукты,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2004-08-07,10564,(604) 555-3392,V3F 2K1,Груша,British Columbia,0.05,35.94,6,20,7.53,7.7,8.5,0,70,46.2,1.02,"Ванкувер, Канада"
23 Tsawassen Blvd.,Кондитерские изделия,Тсавссен,Минимаркет Кампани,АвтоЛогистика,James Hendersson,Канада,2004-08-07,10410,(604) 555-4729,T2F 8M4,Десер Фруктовый,British Columbia,0.0,25.49,49,25,20.2,25.96,25.5,112,0,1272.04,282.24,"Тсавссен, Канада"
1900 Oak St.,Кондитерские изделия,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2004-08-07,10564,(604) 555-3392,V3F 2K1,Десерт низкокалорийный,British Columbia,0.05,35.94,25,20,33.18,35.45,39.0,115,0,886.25,56.75,"Ванкувер, Канада"
23 Tsawassen Blvd.,Кондитерские изделия,Тсавссен,Минимаркет Кампани,АвтоЛогистика,James Hendersson,Канада,2004-08-07,10410,(604) 555-4729,T2F 8M4,Чупа-Чупс,British Columbia,0.0,25.49,16,105,6.69,9.32,8.5,79,0,149.12,42.08,"Тсавссен, Канада"
1900 Oak St.,Морепродукты,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2004-08-07,10564,(604) 555-3392,V3F 2K1,Кальмары,British Columbia,0.05,35.94,16,36,19.35,25.14,25.0,0,0,402.24,92.64,"Ванкувер, Канада"
"Rua Or?s, 92",Кондитерские изделия,Сан Паоло,Овощной базар,ТрансАвтоГруз,Romario do Sauza,Бразилия,2004-08-11,10414,(11) 555-9857,05442-030,Печенье сахарное,,0.05,73.13,18,1,7.4,8.8,9.2,25,0,158.4,25.2,"Сан Паоло, Бразилия"
"Rua Or?s, 92",Кондитерские изделия,Сан Паоло,Овощной базар,ТрансАвтоГруз,Romario do Sauza,Бразилия,2004-08-11,10414,(11) 555-9857,05442-030,Десер Фруктовый,,0.0,73.13,50,25,20.2,25.81,25.5,112,0,1290.5,280.5,"Сан Паоло, Бразилия"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-08-12,10415,2 967 542,125 80,Десер Фруктовый,,0.0,29.01,20,25,20.2,25.84,25.5,112,0,516.8,112.8,"Корк, Ирландия"
8 Johnstown Road,Морепродукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-08-12,10415,2 967 542,125 80,Кальмары,,0.0,29.01,2,36,19.35,22.67,25.0,0,0,45.34,6.64,"Корк, Ирландия"
Via Monte Bianco 34,Кондитерские изделия,Турин,Продуктовый бутик,ТрансСервис,Don Corleone,Италия,2004-08-19,10422,011-4988260,10100,Пирожное Восточное,,0.0,65.54,2,1,26.13,28.33,31.23,15,0,56.66,4.4,"Турин, Италия"
Magazinweg 7,Овощи,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2004-08-28,10343,069-0245984,60528,Перец чили,,0.0,60.85,15,2,304.7,390.82,399.0,57,0,5862.3,1291.8,"Франкфурт, Германия"
Berguvsv?gen 8,Кондитерские изделия,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2004-08-28,10524,0921-12 34 65,S-958 22,Десерт медовый,,0.0,55.42,15,24,30.27,34.23,35.45,21,0,513.45,59.4,"Лулеа, Швеция"
Magazinweg 7,Кондитерские изделия,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2004-08-28,10343,069-0245984,60528,Сладкий батончик,,0.05,60.85,4,1,9.67,11.55,12.5,6,10,46.2,7.52,"Франкфурт, Германия"
Berguvsv?gen 8,Молочные продукты,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2004-08-28,10524,0921-12 34 65,S-958 22,Молоко 1%,,0.0,55.42,60,1,10.48,13.0,12.0,17,10,780.0,151.2,"Лулеа, Швеция"
Magazinweg 7,Мясо/Птица,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2004-08-28,10343,069-0245984,60528,Фарш говяжий,,0.0,60.85,50,1,29.25,33.95,33.25,22,80,1697.5,235.0,"Франкфурт, Германия"
Berguvsv?gen 8,Приправы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2004-08-28,10524,0921-12 34 65,S-958 22,Кориандр,,0.0,55.42,2,20,6.2,7.49,7.0,31,0,14.98,2.58,"Лулеа, Швеция"
Berguvsv?gen 8,Приправы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2004-08-28,10524,0921-12 34 65,S-958 22,Прованские травы,,0.0,55.42,10,1,22.71,27.25,25.89,10,0,272.5,45.4,"Лулеа, Швеция"
"184, chauss?e de Tournai",Кондитерские изделия,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2004-08-28,10432,20.16.10.16,59000,Пирожное Восточное,,0.0,64.82,10,1,26.13,30.04,31.23,15,0,300.4,39.1,"Лилль, Франция"
"184, chauss?e de Tournai",Кондитерские изделия,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2004-08-28,10432,20.16.10.16,59000,Десерт медовый,,0.0,64.82,40,24,30.27,34.12,35.45,21,0,1364.8,154.0,"Лилль, Франция"
"24, place Kl?ber",Кондитерские изделия,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2004-09-02,10559,88.60.15.31,67000,Десерт низкокалорийный,,0.05,34.85,18,20,33.18,38.96,39.0,115,0,701.28,104.04,"Страсбург, Франция"
"24, place Kl?ber",Приправы,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2004-09-02,10559,88.60.15.31,67000,Зира,,0.05,34.85,12,1,7.28,8.72,9.65,85,0,104.64,17.28,"Страсбург, Франция"
"24, place Kl?ber",Кондитерские изделия,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2004-09-15,10449,88.60.15.31,67000,Шоколад Молочное Чудо,,0.0,51.48,35,30,25.39,29.84,29.3,17,0,1044.4,155.75,"Страсбург, Франция"
"24, place Kl?ber",Мясо/Птица,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2004-09-15,10449,88.60.15.31,67000,Говядина,,0.0,51.48,20,14,70.81,87.98,80.0,38,0,1759.6,343.4,"Страсбург, Франция"
"24, place Kl?ber",Приправы,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2004-09-15,10449,88.60.15.31,67000,Кориандр,,0.0,51.48,14,20,6.2,6.99,7.0,31,0,97.86,11.06,"Страсбург, Франция"
2732 Baker Blvd.,Морепродукты,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2004-09-27,10431,(503) 555-7555,97403,Кальмары,Oregon,0.25,56.71,50,36,19.35,25.37,25.0,0,0,1268.5,301.0,"Юджин, США"
2732 Baker Blvd.,Морепродукты,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2004-09-27,10431,(503) 555-7555,97403,Мидии мини,Oregon,0.25,56.71,30,14,22.12,26.99,25.5,36,0,809.7,146.1,"Юджин, США"
2732 Baker Blvd.,Приправы,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2004-09-27,10431,(503) 555-7555,97403,Имбирь,Oregon,0.25,56.71,50,1,16.34,17.9,18.4,123,0,895.0,78.0,"Юджин, США"
"12 Brewery""",Фрукты,Лондон,Алми,ТрансАвтоГруз,Ian Wright,Англия,2004-09-29,10435,(171) 555-2282,WX1 6LT,Апельсин,,0.0,29.06,10,10,16.17,20.05,19.0,17,40,200.5,38.8,"Лондон, Англия"
"12 Brewery""",Овощи,Лондон,Алми,ТрансАвтоГруз,Ian Wright,Англия,2004-09-29,10435,(171) 555-2282,WX1 6LT,Перец болгарский,,0.0,29.06,10,30,8.96,12.6,11.8,14,0,126.0,36.4,"Лондон, Англия"
"12 Brewery""",Мясо/Птица,Лондон,Алми,ТрансАвтоГруз,Ian Wright,Англия,2004-09-29,10435,(171) 555-2282,WX1 6LT,Курица,,0.0,29.06,12,90,2.65,3.75,3.5,104,0,45.0,13.2,"Лондон, Англия"
"Av. dos Lus?adas, 23",Фрукты,Сан Паоло,Магнолия,ТрансАвтоГруз,Edson Arantes do Nascimento,Бразилия,2004-10-01,10466,(11) 555-7647,05432-043,Киви,,0.0,77.44,10,25,21.1,25.73,28.0,22,30,257.3,46.3,"Сан Паоло, Бразилия"
"Av. dos Lus?adas, 23",Приправы,Сан Паоло,Магнолия,ТрансАвтоГруз,Edson Arantes do Nascimento,Бразилия,2004-10-01,10466,(11) 555-7647,05432-043,Укроп,,0.0,77.44,5,40,9.07,11.85,12.0,95,0,59.25,13.9,"Сан Паоло, Бразилия"
Via Ludovico il Moro 22,Фрукты,Бергамо,Караван,ТрансСервис,Luca Brassi,Италия,2004-10-01,10467,035-640230,24100,Абрикос,,0.0,34.95,28,100,3.9,4.6,4.5,20,0,128.8,19.6,"Бергамо, Италия"
Via Ludovico il Moro 22,Кондитерские изделия,Бергамо,Караван,ТрансСервис,Luca Brassi,Италия,2004-10-01,10467,035-640230,24100,Пирожное Медовик,,0.0,34.95,12,1,10.85,13.46,14.0,76,0,161.52,31.32,"Бергамо, Италия"
2732 Baker Blvd.,Кондитерские изделия,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2004-10-05,10441,(503) 555-7555,97403,Пирожное с черносливом,Oregon,0.0,72.69,50,1,36.06,44.25,43.9,49,0,2212.5,409.5,"Юджин, США"
8 Johnstown Road,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-05,10440,2 967 542,125 80,Апельсин,,0.15,73.65,45,10,16.17,20.22,19.0,17,40,909.9,182.25,"Корк, Ирландия"
"Suite 3B""",Фрукты,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2004-10-05,10469,(206) 555-4112,98128,Апельсин,Washington,0.15,61.04,40,10,16.17,17.56,19.0,17,40,702.4,55.6,"Сиэттл, США"
"Suite 3B""",Овощи,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2004-10-05,10469,(206) 555-4112,98128,Батат,Washington,0.15,61.04,2,7,67.17,68.18,75.45,27,0,136.36,2.02,"Сиэттл, США"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-05,10440,2 967 542,125 80,Печенье сдобное,,0.15,73.65,49,24,7.33,9.24,9.45,29,0,452.76,93.59,"Корк, Ирландия"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-05,10440,2 967 542,125 80,Шоколад Снежинка,,0.15,73.65,90,20,22.24,25.95,26.5,113,0,2335.5,333.9,"Корк, Ирландия"
"Suite 3B""",Кондитерские изделия,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2004-10-05,10469,(206) 555-4112,98128,Печенье сдобное,Washington,0.15,61.04,35,24,7.33,9.56,9.45,29,0,334.6,78.05,"Сиэттл, США"
8 Johnstown Road,Морепродукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-05,10440,2 967 542,125 80,Креветки,,0.15,73.65,24,1,100.74,129.15,123.79,0,0,3099.6,681.84,"Корк, Ирландия"
8 Johnstown Road,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-06,10442,2 967 542,125 80,Киви,,0.0,23.33,30,25,21.1,30.64,28.0,22,30,919.2,286.2,"Корк, Ирландия"
8 Johnstown Road,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-06,10442,2 967 542,125 80,Цветная капуста,,0.0,23.33,60,15,16.58,19.48,19.0,4,100,1168.8,174.0,"Корк, Ирландия"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-06,10442,2 967 542,125 80,Десерт медовый,,0.0,23.33,80,24,30.27,36.42,35.45,21,0,2913.6,492.0,"Корк, Ирландия"
Fauntleroy Circus,Мясо/Птица,Лондон,Мегамарт,ТрансАвтоГруз,David Foot,Англия,2004-10-06,10471,(171) 555-1212,EC2 5NT,Свинина,,0.0,26.66,20,15,34.17,39.82,38.0,21,10,796.4,113.0,"Лондон, Англия"
8 Johnstown Road,Мясо/Птица,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-06,10470,2 967 542,125 80,Индейка,,0.0,72.95,15,100,7.43,8.91,9.0,61,0,133.65,22.2,"Корк, Ирландия"
8 Johnstown Road,Мясо/Птица,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-06,10470,2 967 542,125 80,Фарш говяжий,,0.0,72.95,8,1,29.25,36.39,33.25,22,80,291.12,57.12,"Корк, Ирландия"
Fauntleroy Circus,Крупы,Лондон,Мегамарт,ТрансАвтоГруз,David Foot,Англия,2004-10-06,10471,(171) 555-1212,EC2 5NT,Гречневая крупа,,0.0,26.66,30,40,33.11,39.74,40.0,15,0,1192.2,198.9,"Лондон, Англия"
8 Johnstown Road,Приправы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2004-10-06,10470,2 967 542,125 80,Карри,,0.0,72.95,30,18,22.09,25.19,25.5,42,0,755.7,93.0,"Корк, Ирландия"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2004-10-07,10443,31 12 34 56,1734,Киви,,0.2,76.16,6,25,21.1,26.71,28.0,22,30,160.26,33.66,"Копенгаген, Дания"
Vinb?ltet 34,Крупы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2004-10-07,10443,31 12 34 56,1734,Рис,,0.0,76.16,12,1,36.81,43.52,45.6,26,0,522.24,80.52,"Копенгаген, Дания"
"184, chauss?e de Tournai",Фрукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2004-10-07,10472,20.16.10.16,59000,Абрикос,,0.05,61.0,80,100,3.9,4.19,4.5,20,0,335.2,23.2,"Лилль, Франция"
"184, chauss?e de Tournai",Морепродукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2004-10-07,10472,20.16.10.16,59000,Мидии,,0.0,61.0,18,10,82.74,90.69,99.9,20,0,1632.42,143.1,"Лилль, Франция"
"Crowther Way""",Фрукты,Ковз,Продукты для леди,ТрансАвтоГруз,Al Yankovic,Англия,2004-10-08,10473,(198) 555-8888,PO31 7PJ,Персик,,0.0,37.32,12,10,26.49,32.62,30.5,26,0,391.44,73.56,"Ковз, Англия"
"Crowther Way""",Кондитерские изделия,Ковз,Продукты для леди,ТрансАвтоГруз,Al Yankovic,Англия,2004-10-08,10473,(198) 555-8888,PO31 7PJ,Десер Фруктовый,,0.0,37.32,12,25,20.2,26.59,25.5,112,0,319.08,76.68,"Ковз, Англия"
